variant,horizon_years,paths,block_days,cell,family,regime,underlying,moneyness,premium_budget,maturity_months,roll_months,mean_cagr,median_max_drawdown,worst_max_drawdown,prob_negative_cagr,prob_below_index,prob_below_canonical,cagr_p5,cagr_p10,cagr_p50,cagr_p90,cagr_p95,terminal_wealth_p5,terminal_wealth_p50,terminal_wealth_p95,prob_drawdown_worse_than_50,prob_drawdown_worse_than_60,prob_drawdown_worse_than_75,mean_delta_exposure,min_exposure_after_loss,underexposed_recovery,delta_p5,delta_p50,delta_p95,mean_option_weight,recovery_exposure_ratio
SPX_80_35_15M_R6,10,5000,63,SPX_80_35,SPX,15m/6m,SP500_1X,0.8,0.35,15,6,0.1432592552,-0.3931439119,-0.8307096777,0.027,0.2078,0.4454,0.02099710525,0.04499410606,0.1426777866,0.242098093,0.2703355477,1.230928399,3.794534934,10.94062961,0.1522,0.0348,0.0008,1.37205793,0.6669803044,0.07324840764,1.116236301,1.395356714,1.569895403,0.3591955107,0.9476395671
SPX_80_35_15M_R12,10,5000,63,SPX_80_35,SPX,15m/12m,SP500_1X,0.8,0.35,15,12,0.1509051182,-0.4059559174,-0.8602847951,0.0258,0.1658,0.2634,0.02067378306,0.04892984333,0.1510959317,0.253611597,0.281986464,1.227036357,4.083490364,11.98634334,0.1776,0.046,0.0016,1.38886733,0.6289316286,0.1151079137,1.101224012,1.412157946,1.606271368,0.3698612667,0.9604969228
SPX_80_35_18M_R6,10,5000,63,SPX_80_35,SPX,18m/6m,SP500_1X,0.8,0.35,18,6,0.1394901698,-0.3819207591,-0.8224175529,0.023,0.2256,0.62,0.02293603927,0.04619853385,0.1380875957,0.234725683,0.2604196029,1.254501996,3.644852844,10.11612138,0.1218,0.0254,0.0006,1.315041475,0.6798128008,0.07339667458,1.057746225,1.336453583,1.520952554,0.3583225274,0.9388194009
SPX_80_35_18M_R12,10,5000,63,SPX_80_35,SPX,18m/12m,SP500_1X,0.8,0.35,18,12,0.1473537268,-0.3917052731,-0.8424478626,0.0228,0.1736,0.326,0.02244574593,0.0499283409,0.1471629413,0.2467855859,0.2734096369,1.248502821,3.946112568,11.2082454,0.136,0.0292,0.0004,1.333716706,0.6669773317,0.1391405343,1.038992923,1.358306506,1.554760623,0.368807782,0.9406777269
SPX_80_35_24M_R6,10,5000,63,SPX_80_35,SPX,24m/6m,SP500_1X,0.8,0.35,24,6,0.1351947985,-0.3614470178,-0.8016668355,0.019,0.2518,0.821,0.02680756514,0.04818883365,0.1338259383,0.2236823635,0.2495394816,1.302791389,3.510663869,9.276141982,0.0804,0.014,0.0006,1.218937792,0.69185325,0.09323347107,0.9575797273,1.236720981,1.437032693,0.3589636796,0.9368426499
SPX_80_35_24M_R12,10,5000,63,SPX_80_35,SPX,24m/12m,SP500_1X,0.8,0.35,24,12,0.1420531506,-0.367052215,-0.812509851,0.0162,0.1954,0,0.0280061273,0.05304513837,0.1416718445,0.2329455958,0.2591235414,1.318076652,3.76126678,10.01259073,0.0874,0.0144,0.0004,1.232502105,0.6835017971,0.1546599496,0.9357802388,1.25556557,1.463182101,0.3684609004,0.9332282994
SPX_80_35_30M_R12,10,5000,63,SPX_80_35,SPX,30m/12m,SP500_1X,0.8,0.35,30,12,0.1381809789,-0.353086741,-0.7760881053,0.0152,0.2172,0.6408,0.02987651796,0.05315636828,0.1372700781,0.2248876207,0.2488578183,1.34225204,3.618758956,9.225669474,0.0586,0.0092,0.0002,1.165855474,0.6858947523,0.1694236926,0.8757627288,1.185414256,1.401915148,0.3681359,0.9165470288
SPX_80_35_30M_R18,10,5000,63,SPX_80_35,SPX,30m/18m,SP500_1X,0.8,0.35,30,18,0.1406701847,-0.3590436038,-0.7843328701,0.0164,0.1968,0.5568,0.03038367601,0.05390606499,0.1401280184,0.2289504012,0.253611471,1.348875613,3.7107203,9.582861241,0.0698,0.0108,0.0002,1.179646205,0.6934646661,0.1915900131,0.8781669339,1.202144878,1.419611142,0.3770661357,0.9214838729
SPX_85_25_15M_R6,10,5000,63,SPX_85_25,SPX,15m/6m,SP500_1X,0.85,0.25,15,6,0.1289974085,-0.3334064325,-0.7662019718,0.0196,0.3356,0.416,0.0241561727,0.0465764382,0.1282434039,0.2127601106,0.2380771554,1.269543778,3.341614231,8.459606351,0.0546,0.0092,0.0004,1.119397929,0.5306405218,0.1126969967,0.8234232911,1.141745588,1.358234851,0.259447902,0.9442943164
SPX_85_25_15M_R12,10,5000,63,SPX_85_25,SPX,15m/12m,SP500_1X,0.85,0.25,15,12,0.1361202364,-0.3476494759,-0.7937063779,0.0188,0.2662,0.2582,0.02442358386,0.04836055812,0.1349454064,0.2249737215,0.2495349797,1.272862043,3.545475246,9.275808617,0.0702,0.0116,0.0004,1.148881574,0.4669270528,0.1698268755,0.7822504222,1.182835261,1.412493459,0.2700500665,0.9514903717
SPX_85_25_18M_R6,10,5000,63,SPX_85_25,SPX,18m/6m,SP500_1X,0.85,0.25,18,6,0.1253456828,-0.3211705076,-0.7648055938,0.0178,0.3702,0.5804,0.0272080704,0.04646152083,0.1239782137,0.205130963,0.228269322,1.307881126,3.217432564,7.812928805,0.0396,0.0068,0.0004,1.058835278,0.5366339059,0.1261788618,0.7785793812,1.076073539,1.298169885,0.258530011,0.9385361126
SPX_85_25_18M_R12,10,5000,63,SPX_85_25,SPX,18m/12m,SP500_1X,0.85,0.25,18,12,0.1323287928,-0.3333554484,-0.7741319938,0.0162,0.301,0.324,0.02786916511,0.04906028716,0.1312845784,0.2162826668,0.2402023951,1.31632171,3.432774963,8.605927365,0.0502,0.0078,0.0002,1.08777373,0.5056062688,0.1898923445,0.740105684,1.116341038,1.353489783,0.2689890451,0.9291700756
SPX_85_25_24M_R6,10,5000,63,SPX_85_25,SPX,24m/6m,SP500_1X,0.85,0.25,24,6,0.1211334563,-0.3042133925,-0.7415904088,0.0138,0.417,0.7874,0.03011524393,0.04750276319,0.1199644922,0.1953140474,0.2163632053,1.345366199,3.104382227,7.087879101,0.0226,0.0032,0,0.9652060178,0.5443469135,0.1358964598,0.6994660415,0.976381638,1.204747773,0.2591896794,0.9382456665
SPX_85_25_24M_R12,10,5000,63,SPX_85_25,SPX,24m/12m,SP500_1X,0.85,0.25,24,12,0.1268768247,-0.31042245,-0.7548850958,0.0136,0.3532,0,0.03182981825,0.05153217902,0.1260565007,0.2035680904,0.2259575974,1.367924464,3.277413517,7.667140552,0.0256,0.0032,0.0002,0.9869373966,0.5234749468,0.1989851395,0.6681132535,1.004693868,1.252979829,0.2685491817,0.9314393713
SPX_85_25_30M_R12,10,5000,63,SPX_85_25,SPX,30m/12m,SP500_1X,0.85,0.25,30,12,0.1232235705,-0.2984842935,-0.6945741153,0.011,0.3978,0.6466,0.03275237276,0.05080672384,0.1224375022,0.1966529085,0.2172777279,1.38020265,3.173606142,7.141343191,0.0152,0.0016,0,0.9220592363,0.5279727468,0.2215447154,0.6258978666,0.9337742811,1.18388243,0.2679680191,0.9153989219
SPX_85_25_30M_R18,10,5000,63,SPX_85_25,SPX,30m/18m,SP500_1X,0.85,0.25,30,18,0.1256043725,-0.3037626131,-0.7001980915,0.0116,0.3694,0.5498,0.03316764491,0.05205807398,0.1249915842,0.2009646922,0.2214039214,1.385761977,3.246554656,7.387103761,0.019,0.0022,0,0.9410099498,0.5351683574,0.2357473035,0.6216504187,0.9578529768,1.212909918,0.2766043046,0.906266877
SPX_85_30_15M_R6,10,5000,63,SPX_85_30,SPX,15m/6m,SP500_1X,0.85,0.3,15,6,0.1400009348,-0.378937284,-0.8193267497,0.0274,0.2478,0.4262,0.01924053892,0.04336333695,0.1387531733,0.2380561196,0.2680579394,1.209916942,3.666221964,10.746073,0.1238,0.026,0.0006,1.338059555,0.5726037289,0.1157670455,1.00537698,1.365757107,1.600540463,0.3094920979,0.9437544224
SPX_85_30_15M_R12,10,5000,63,SPX_85_30,SPX,15m/12m,SP500_1X,0.85,0.3,15,12,0.1478595789,-0.3947920904,-0.8478301496,0.0274,0.198,0.273,0.01722475635,0.04572218696,0.1472065779,0.2527760376,0.2807988235,1.186203109,3.947613638,11.87578551,0.1524,0.0366,0.001,1.368175181,0.4903463141,0.1535117822,0.9648980531,1.405267401,1.658274022,0.3201861863,0.9544308385
SPX_85_30_18M_R6,10,5000,63,SPX_85_30,SPX,18m/6m,SP500_1X,0.85,0.3,18,6,0.1359287402,-0.364280301,-0.8115063622,0.0232,0.271,0.5792,0.02214037993,0.04527830905,0.1336519516,0.2286339348,0.2564042923,1.244779526,3.505280859,9.798473536,0.0958,0.0168,0.0006,1.26554387,0.5950669344,0.1186397985,0.9496910994,1.287997921,1.53013817,0.3085896956,0.935096998
SPX_85_30_18M_R12,10,5000,63,SPX_85_30,SPX,18m/12m,SP500_1X,0.85,0.3,18,12,0.1436928785,-0.3777813676,-0.8289162158,0.0236,0.2138,0.3324,0.02128183657,0.04731071195,0.1427333946,0.2426561058,0.2704376377,1.234364893,3.796381681,10.94942284,0.1142,0.0216,0.0006,1.295851995,0.5541163895,0.185806761,0.9107249583,1.329904036,1.585464896,0.3192375574,0.9310919558
SPX_85_30_24M_R6,10,5000,63,SPX_85_30,SPX,24m/6m,SP500_1X,0.85,0.3,24,6,0.1312631369,-0.3422214955,-0.786985396,0.0178,0.3006,0.7868,0.02649843979,0.0477901574,0.1295436749,0.2160638247,0.2416524451,1.298875119,3.380320358,8.707065415,0.058,0.0098,0.0004,1.15339291,0.6081684666,0.1350817823,0.853139888,1.169368254,1.417795727,0.3093910009,0.9330434642
SPX_85_30_24M_R12,10,5000,63,SPX_85_30,SPX,24m/12m,SP500_1X,0.85,0.3,24,12,0.1377736191,-0.3498937549,-0.8012865876,0.0172,0.2428,0,0.02715200804,0.05107935435,0.1364665089,0.2267911045,0.2532268597,1.307167586,3.593274267,9.553505344,0.067,0.0094,0.0004,1.174837573,0.5941766571,0.1951020408,0.8210564269,1.199167461,1.461581805,0.3190354013,0.9275538587
SPX_85_30_30M_R12,10,5000,63,SPX_85_30,SPX,30m/12m,SP500_1X,0.85,0.3,30,12,0.1336669951,-0.3341160579,-0.7514756194,0.014,0.2794,0.643,0.02947285616,0.05198336483,0.1324323514,0.2174706281,0.2412254893,1.337001394,3.467757661,8.677175659,0.041,0.006,0.0002,1.098482647,0.594694173,0.2176242929,0.7677326695,1.115704048,1.381705892,0.3185255453,0.9107279616
SPX_85_30_30M_R18,10,5000,63,SPX_85_30,SPX,30m/18m,SP500_1X,0.85,0.3,30,18,0.1362400868,-0.3416266078,-0.7578598915,0.016,0.252,0.557,0.02986977391,0.05203191217,0.1355170209,0.2225599023,0.2463062068,1.342164149,3.563370099,9.038922771,0.0502,0.0062,0.0002,1.11728593,0.6041665122,0.2290898781,0.7641313199,1.140267339,1.40645691,0.3276232361,0.9084457311
SPX_85_35_15M_R6,10,5000,63,SPX_85_35,SPX,15m/6m,SP500_1X,0.85,0.35,15,6,0.1499737277,-0.4249546769,-0.8631608074,0.0372,0.212,0.4384,0.009689819911,0.03829974998,0.1480956383,0.263536496,0.296627898,1.101219974,3.978309482,13.42762445,0.2404,0.0732,0.0046,1.555188751,0.6143887878,0.1089319974,1.192823031,1.586975648,1.840240122,0.3591480593,0.9438577018
SPX_85_35_15M_R12,10,5000,63,SPX_85_35,SPX,15m/12m,SP500_1X,0.85,0.35,15,12,0.15841638,-0.4437052209,-0.8896165557,0.0392,0.178,0.291,0.009226968858,0.04058989102,0.1573535599,0.2795149087,0.3122704993,1.096182997,4.310956494,15.13812847,0.292,0.0922,0.0056,1.584898388,0.5350747143,0.1385972281,1.155228345,1.62201133,1.902003233,0.3694180028,0.9560180141
SPX_85_35_18M_R6,10,5000,63,SPX_85_35,SPX,18m/6m,SP500_1X,0.85,0.35,18,6,0.1455919314,-0.4100843179,-0.8547993438,0.033,0.22,0.5866,0.01612251437,0.04146293181,0.1438689825,0.253266522,0.2826779416,1.173413917,3.834272093,12.0511489,0.1884,0.0478,0.002,1.471958303,0.6545376507,0.1128430296,1.124806753,1.497920358,1.757007154,0.3582817735,0.934970752
SPX_85_35_18M_R12,10,5000,63,SPX_85_35,SPX,18m/12m,SP500_1X,0.85,0.35,18,12,0.1540078873,-0.4229123203,-0.8720571448,0.0338,0.1824,0.343,0.0135181146,0.04359120287,0.1522864512,0.26716831,0.3002159976,1.143686972,4.125915066,13.8038101,0.2188,0.061,0.0026,1.501848178,0.6166161813,0.1658389117,1.08935813,1.537425347,1.812622502,0.3686765561,0.9330311641
SPX_85_35_24M_R6,10,5000,63,SPX_85_35,SPX,24m/6m,SP500_1X,0.85,0.35,24,6,0.1406206819,-0.3829100895,-0.8279328552,0.0244,0.2322,0.788,0.0217438495,0.04546065364,0.1386667993,0.239116786,0.2665779859,1.239959592,3.663443239,10.62132895,0.124,0.0248,0.0006,1.34043762,0.689997432,0.1273795535,1.010255498,1.360837862,1.625772982,0.3591590514,0.9354067386
SPX_85_35_24M_R12,10,5000,63,SPX_85_35,SPX,24m/12m,SP500_1X,0.85,0.35,24,12,0.1478327861,-0.3914441075,-0.8406074168,0.0236,0.187,0,0.02247211704,0.0493532249,0.1462808072,0.2498840585,0.2786482426,1.248824826,3.915877027,11.67789951,0.1312,0.0266,0.0004,1.36118566,0.6699413497,0.1816930489,0.9800197738,1.389711821,1.664389987,0.3687983016,0.9299448506
SPX_85_35_30M_R12,10,5000,63,SPX_85_35,SPX,30m/12m,SP500_1X,0.85,0.35,30,12,0.1433648539,-0.3723680081,-0.7993634762,0.019,0.1994,0.6398,0.02588157044,0.05040908274,0.1412879158,0.2395512041,0.2659554866,1.291091698,3.748639069,10.56924973,0.0912,0.0138,0.0004,1.272374549,0.6913932148,0.2007263923,0.9146950054,1.294631088,1.571348428,0.3684338113,0.9141086458
SPX_85_35_30M_R18,10,5000,63,SPX_85_35,SPX,30m/18m,SP500_1X,0.85,0.35,30,18,0.1460884595,-0.3804979645,-0.806310441,0.021,0.1848,0.5586,0.02540517579,0.0508585079,0.1447308061,0.2439017006,0.272288569,1.285109895,3.863254731,11.10997504,0.103,0.018,0.0004,1.291841703,0.6909980194,0.2149154158,0.9129601419,1.318879558,1.596393986,0.377622944,0.9154054859
SPX_85_40_15M_R6,10,5000,63,SPX_85_40,SPX,15m/6m,SP500_1X,0.85,0.4,15,6,0.1588901487,-0.4722900211,-0.898383629,0.0488,0.2036,0.4548,0.001161408087,0.03347673434,0.156749544,0.2894362411,0.3253151131,1.011673361,4.28851452,16.71183279,0.3912,0.1432,0.014,1.771680865,0.6815526217,0.1002654687,1.384330715,1.805738197,2.07808341,0.4083019711,0.943682411
SPX_85_40_15M_R12,10,5000,63,SPX_85_40,SPX,15m/12m,SP500_1X,0.85,0.4,15,12,0.1677801194,-0.4911948816,-0.9214268651,0.051,0.179,0.3136,-0.0006106165609,0.03270730752,0.1656742762,0.3057720151,0.3437686096,0.9939130333,4.631066203,19.18975098,0.4644,0.1776,0.0202,1.799968876,0.5900279695,0.1229892079,1.354137481,1.835160225,2.148891076,0.4180043478,0.9577505922
SPX_85_40_18M_R6,10,5000,63,SPX_85_40,SPX,18m/6m,SP500_1X,0.85,0.4,18,6,0.1543155491,-0.4537131672,-0.8909519302,0.041,0.2072,0.5932,0.006509832731,0.03588558585,0.1515599229,0.2767522482,0.3102500005,1.067029414,4.099977969,14.90668371,0.3252,0.1076,0.009,1.677501428,0.7200332143,0.1054703688,1.304123266,1.706309352,1.982962946,0.4076269744,0.933592575
SPX_85_40_18M_R12,10,5000,63,SPX_85_40,SPX,18m/12m,SP500_1X,0.85,0.4,18,12,0.1632716866,-0.4679076633,-0.9056667934,0.043,0.1754,0.3604,0.005382832719,0.03895993156,0.1614536244,0.2914386525,0.3283642971,1.055143364,4.466114375,17.10027784,0.381,0.1242,0.01,1.705966047,0.6944647843,0.1483539095,1.273143772,1.740720908,2.039988158,0.4174712349,0.936646637
SPX_85_40_24M_R6,10,5000,63,SPX_85_40,SPX,24m/6m,SP500_1X,0.85,0.4,24,6,0.1491959983,-0.4244004791,-0.8638488768,0.0342,0.201,0.7892,0.01455160071,0.04226781405,0.1468387344,0.2603020744,0.2909345212,1.155401203,3.934975904,12.84962122,0.2234,0.059,0.003,1.52662085,0.7657316888,0.1145054476,1.169651255,1.550225383,1.831563233,0.4085228359,0.9323157565
SPX_85_40_24M_R12,10,5000,63,SPX_85_40,SPX,24m/12m,SP500_1X,0.85,0.4,24,12,0.1570608063,-0.4315770377,-0.8747575838,0.031,0.1656,0,0.01560299835,0.04620963381,0.155060274,0.2719832706,0.3055022554,1.167429166,4.226304488,14.37532837,0.248,0.066,0.0038,1.545871761,0.75572344,0.1636325148,1.14490524,1.576360731,1.866272661,0.417938065,0.9330887897
SPX_85_40_30M_R12,10,5000,63,SPX_85_40,SPX,30m/12m,SP500_1X,0.85,0.4,30,12,0.1523263196,-0.4114642942,-0.8394117279,0.0272,0.1664,0.6306,0.01981360919,0.04784064291,0.1499072444,0.2605923759,0.2915451845,1.216736077,4.041523112,12.91052624,0.1762,0.037,0.0006,1.445791691,0.7743516735,0.1798245614,1.066969305,1.470428362,1.759641536,0.4177737489,0.9173712045
SPX_85_40_30M_R18,10,5000,63,SPX_85_40,SPX,30m/18m,SP500_1X,0.85,0.4,30,18,0.1551717707,-0.4199715337,-0.8467167001,0.0272,0.1556,0.5568,0.01975006846,0.04751865326,0.1536979988,0.2656596091,0.2974609421,1.215978242,4.176729999,13.51413076,0.2006,0.0422,0.0008,1.464008691,0.7723929855,0.1987041037,1.067807632,1.493274805,1.781666737,0.4267805001,0.9205031835
SPX_85_45_15M_R6,10,5000,63,SPX_85_45,SPX,15m/6m,SP500_1X,0.85,0.45,15,6,0.1667172081,-0.5193013169,-0.933205393,0.0614,0.2162,0.4766,-0.009942008635,0.02554062164,0.1637476972,0.3139077045,0.3535373196,0.9049244102,4.555103179,20.63109948,0.5726,0.2466,0.0372,1.987265378,0.8028640969,0.08915274703,1.578996212,2.022369211,2.318755758,0.4572273785,0.9442811862
SPX_85_45_15M_R12,10,5000,63,SPX_85_45,SPX,15m/12m,SP500_1X,0.85,0.45,15,12,0.1759248022,-0.5382258781,-0.9452609656,0.0646,0.1916,0.3406,-0.01397848196,0.02391610142,0.172917697,0.3304143879,0.3728048118,0.868704973,4.926977372,23.76290832,0.6406,0.2954,0.0534,2.013150798,0.6935379872,0.1063744219,1.555415857,2.046171972,2.399341666,0.4659130983,0.9574842163
SPX_85_45_18M_R6,10,5000,63,SPX_85_45,SPX,18m/6m,SP500_1X,0.85,0.45,18,6,0.1620741788,-0.4980412483,-0.9275378142,0.055,0.2076,0.6122,-0.003504752324,0.0295261375,0.158587745,0.2991772359,0.3379413438,0.9655047401,4.35714279,18.37375255,0.4926,0.1888,0.0244,1.882426108,0.8411845023,0.09179134654,1.487582512,1.911744645,2.208681941,0.4566710878,0.9355077946
SPX_85_45_18M_R12,10,5000,63,SPX_85_45,SPX,18m/12m,SP500_1X,0.85,0.45,18,12,0.1714702634,-0.5128711084,-0.9315417161,0.0558,0.1814,0.377,-0.003938753244,0.0317823164,0.1695757098,0.3146894083,0.3569552876,0.9613085019,4.788398421,21.15796552,0.5556,0.2224,0.029,1.908518275,0.8073018937,0.1255044391,1.466358092,1.94174395,2.269601419,0.4658275441,0.9418953425
SPX_85_45_24M_R6,10,5000,63,SPX_85_45,SPX,24m/6m,SP500_1X,0.85,0.45,24,6,0.1569746282,-0.465633683,-0.8967396456,0.042,0.1938,0.79,0.005717835522,0.03694098979,0.1544282776,0.2816088868,0.3168787371,1.05866413,4.203240113,15.67812927,0.366,0.1216,0.0098,1.713051449,0.872819733,0.1028536235,1.331600522,1.738108446,2.035444724,0.4577565576,0.9341724668
SPX_85_45_24M_R12,10,5000,63,SPX_85_45,SPX,24m/12m,SP500_1X,0.85,0.45,24,12,0.1654561339,-0.4731281576,-0.9039928442,0.0412,0.1644,0,0.007351542535,0.04159785745,0.1625913144,0.2943684738,0.3325859032,1.075985261,4.510048132,17.65149524,0.399,0.1268,0.009,1.729201637,0.8611908477,0.1480114801,1.312287849,1.75992781,2.067344752,0.4665503887,0.9362290226
SPX_85_45_30M_R12,10,5000,63,SPX_85_45,SPX,30m/12m,SP500_1X,0.85,0.45,30,12,0.1605540033,-0.4499295999,-0.8726747849,0.0346,0.1536,0.6236,0.01394699216,0.04366390926,0.1583446617,0.280373045,0.3158873825,1.14853515,4.348011623,15.5605171,0.3024,0.0814,0.0036,1.61767747,0.8768857215,0.158539116,1.223910245,1.644435035,1.943807059,0.466513732,0.9211784855
SPX_85_45_30M_R18,10,5000,63,SPX_85_45,SPX,30m/18m,SP500_1X,0.85,0.45,30,18,0.1635028067,-0.4593260985,-0.8801355858,0.0338,0.1466,0.5514,0.01321521958,0.04336877146,0.1611920505,0.2865141642,0.3232022065,1.140274832,4.456066785,16.44734085,0.338,0.0912,0.005,1.633342137,0.8761800402,0.1776261373,1.226084182,1.662506116,1.967764376,0.4749983308,0.9289774096
SPX_90_30_15M_R6,10,5000,63,SPX_90_30,SPX,15m/6m,SP500_1X,0.9,0.3,15,6,0.1440029251,-0.4091804735,-0.8505121183,0.0418,0.2586,0.4552,0.008183960258,0.03569827126,0.1415419288,0.2562197909,0.2914624593,1.08490822,3.756989945,12.90226037,0.2036,0.0538,0.0034,1.509774583,0.5282592682,0.1411096549,1.059063405,1.539891806,1.887020074,0.3090672465,0.9421500163
SPX_90_30_15M_R12,10,5000,63,SPX_90_30,SPX,15m/12m,SP500_1X,0.9,0.3,15,12,0.152710584,-0.4328517792,-0.873957885,0.0432,0.2222,0.3308,0.005292072001,0.03508601682,0.1496360288,0.2759218076,0.3097036095,1.054191333,4.032002158,14.8446485,0.26,0.0774,0.0042,1.557113601,0.3903111814,0.1862098319,0.9777557794,1.607501321,1.987139662,0.3194529219,0.9557209458
SPX_90_30_18M_R6,10,5000,63,SPX_90_30,SPX,18m/6m,SP500_1X,0.9,0.3,18,6,0.1399789508,-0.3908892065,-0.8428315016,0.0336,0.2668,0.5802,0.01423260706,0.03939636138,0.137327558,0.2452712484,0.2737462846,1.151774049,3.620588124,11.23790754,0.1474,0.0332,0.0012,1.411103152,0.5653008139,0.1530518587,0.9990123102,1.43359694,1.773241443,0.3084047751,0.9341924828
SPX_90_30_18M_R12,10,5000,63,SPX_90_30,SPX,18m/12m,SP500_1X,0.9,0.3,18,12,0.1482799705,-0.4082828021,-0.855927403,0.0358,0.2288,0.3726,0.01198136446,0.03953923979,0.1453133488,0.2608608058,0.2934627985,1.126465966,3.882956829,13.1034737,0.179,0.0456,0.0022,1.454439303,0.4977373093,0.2074679629,0.936293865,1.494607669,1.861228514,0.3185433048,0.9300364298
SPX_90_30_24M_R6,10,5000,63,SPX_90_30,SPX,24m/6m,SP500_1X,0.9,0.3,24,6,0.1353656604,-0.3614399207,-0.813003273,0.022,0.2842,0.7584,0.02194479767,0.04437511476,0.1329715015,0.2283705574,0.2564321021,1.242400165,3.484300974,9.800642092,0.0904,0.0144,0.0004,1.263722244,0.599215045,0.1627436092,0.8928848615,1.278832449,1.605362073,0.3094461589,0.9345384641
SPX_90_30_24M_R12,10,5000,63,SPX_90_30,SPX,24m/12m,SP500_1X,0.9,0.3,24,12,0.1422172035,-0.3728376327,-0.8285976701,0.0232,0.2306,0,0.02230414393,0.04695091032,0.1401059879,0.24105643,0.2707914372,1.246775205,3.710003495,10.97994919,0.1036,0.0162,0.0004,1.292963856,0.5765900162,0.2141991762,0.8508985464,1.316910777,1.668118675,0.3191695228,0.9262647857
SPX_90_30_30M_R12,10,5000,63,SPX_90_30,SPX,30m/12m,SP500_1X,0.9,0.3,30,12,0.1378366448,-0.3532542174,-0.7728496848,0.0184,0.254,0.6254,0.02493218927,0.04901425492,0.1353947569,0.2293912756,0.2574109635,1.279195116,3.559535689,9.87725467,0.063,0.0086,0.0002,1.195204889,0.5933905315,0.2359936575,0.795680321,1.210718051,1.550914615,0.3187992293,0.9087671159
SPX_90_30_30M_R18,10,5000,63,SPX_90_30,SPX,30m/18m,SP500_1X,0.9,0.3,30,18,0.1406295027,-0.3621884359,-0.7772347317,0.0212,0.2332,0.5378,0.02533371439,0.04827750255,0.1387200843,0.2359703639,0.2628502233,1.284214322,3.665156943,10.31287464,0.0816,0.0124,0.0004,1.220656185,0.5951927294,0.245930824,0.7884415329,1.243222589,1.586142098,0.3279190459,0.9045706453
SPX_90_35_15M_R6,10,5000,63,SPX_90_35,SPX,15m/6m,SP500_1X,0.9,0.35,15,6,0.1537592111,-0.4596327555,-0.8912830245,0.0538,0.2376,0.472,-0.004057117795,0.02901805883,0.1506641369,0.2842615543,0.3221774201,0.9601670322,4.068200467,16.32041994,0.358,0.1278,0.0114,1.753708864,0.5493620969,0.132500512,1.260181776,1.791917275,2.16122362,0.3584146055,0.942152422
SPX_90_35_15M_R12,10,5000,63,SPX_90_35,SPX,15m/12m,SP500_1X,0.9,0.35,15,12,0.1628777531,-0.4862076628,-0.9121841856,0.0582,0.2184,0.3564,-0.004353658633,0.02698965901,0.1596163691,0.3047929701,0.3444282876,0.9573122553,4.395976182,19.28414987,0.4454,0.1676,0.0164,1.802560172,0.4151309673,0.1683932561,1.178661098,1.854567761,2.270327447,0.3679502352,0.9572469129
SPX_90_35_18M_R6,10,5000,63,SPX_90_35,SPX,18m/6m,SP500_1X,0.9,0.35,18,6,0.1496187577,-0.4399478454,-0.8832215206,0.0432,0.2374,0.5904,0.005706460096,0.0333138165,0.1462001959,0.2705583516,0.3043130257,1.058544334,3.913124458,14.24493152,0.275,0.0822,0.0064,1.63995179,0.6082100886,0.1453403141,1.187364011,1.668294573,2.030075996,0.3578403713,0.9339698103
SPX_90_35_18M_R12,10,5000,63,SPX_90_35,SPX,18m/12m,SP500_1X,0.9,0.35,18,12,0.158434522,-0.4583192869,-0.8960664904,0.048,0.2136,0.3894,0.00210754623,0.03379294312,0.1546738915,0.2867026698,0.3252416266,1.021273966,4.212190091,16.70257468,0.3456,0.108,0.0078,1.683548473,0.5451503018,0.191055235,1.125539265,1.729611073,2.121966559,0.3675573097,0.9339464368
SPX_90_35_24M_R6,10,5000,63,SPX_90_35,SPX,24m/6m,SP500_1X,0.9,0.35,24,6,0.1449176798,-0.4059608458,-0.8528252113,0.0332,0.231,0.757,0.01513528303,0.04110148981,0.1422127196,0.2534719039,0.2840868942,1.162064756,3.779121631,12.18415673,0.1754,0.0418,0.0012,1.468642389,0.6794743942,0.1554529464,1.060241341,1.488399671,1.836381892,0.3590341151,0.9329570375
SPX_90_35_24M_R12,10,5000,63,SPX_90_35,SPX,24m/12m,SP500_1X,0.9,0.35,24,12,0.1524269473,-0.4166185064,-0.8670780832,0.0318,0.1972,0,0.01477075865,0.04482716182,0.1499072685,0.2666281405,0.2998311988,1.157899133,4.041523873,13.76301911,0.2002,0.0486,0.0014,1.49731471,0.6366104938,0.2019064125,1.01790227,1.527977947,1.894308081,0.3686439523,0.928902966
SPX_90_35_30M_R12,10,5000,63,SPX_90_35,SPX,30m/12m,SP500_1X,0.9,0.35,30,12,0.147770578,-0.3937497768,-0.8199537198,0.0246,0.2012,0.6188,0.02060939983,0.04651613584,0.1446472315,0.2527708684,0.2843872029,1.226262892,3.860435731,12.21267792,0.1276,0.0244,0.0006,1.384379068,0.6802312487,0.2240163748,0.9507358676,1.404986198,1.760973955,0.3685167532,0.9127433101
SPX_90_35_30M_R18,10,5000,63,SPX_90_35,SPX,30m/18m,SP500_1X,0.9,0.35,30,18,0.1506840894,-0.4045793764,-0.8249626385,0.0278,0.191,0.5394,0.0192220656,0.04563916586,0.1483509808,0.2601293564,0.2909182188,1.209697699,3.987165097,12.84799951,0.1602,0.0306,0.0004,1.410362047,0.6718865725,0.2300865321,0.9440372137,1.439457541,1.796138623,0.3776203428,0.9125409165
