series,lag,execution,switch_cost_bps,period,entry_close,first_return,last_return,observations,cagr,max_drawdown,terminal_multiple,years,annualized_volatility,sharpe,longest_underwater_calendar_days,max_drawdown_peak,max_drawdown_trough,max_drawdown_recovery,max_drawdown_recovered,max_drawdown_recovery_days_from_trough,max_drawdown_recovery_days_from_peak,worst_calendar_year,worst_calendar_year_return,best_calendar_year,best_calendar_year_return,worst_rolling_1y_cagr,worst_rolling_5y_cagr,worst_rolling_10y_cagr,switch_count,switches_per_year,average_equity_exposure,terminal_wealth_10000,timing_cagr_difference,timing_terminal_ratio,fee_equal_control_cagr,fee_equal_timing_cagr_difference,matched_entry_close,matched_first_return,matched_last_return,matched_observations,matched_cagr,matched_max_drawdown,matched_terminal_multiple,matched_years,matched_annualized_volatility,matched_sharpe,matched_longest_underwater_calendar_days,matched_max_drawdown_peak,matched_max_drawdown_trough,matched_max_drawdown_recovery,matched_max_drawdown_recovered,matched_max_drawdown_recovery_days_from_trough,matched_max_drawdown_recovery_days_from_peak,matched_worst_calendar_year,matched_worst_calendar_year_return,matched_best_calendar_year,matched_best_calendar_year_return,matched_worst_rolling_1y_cagr,matched_worst_rolling_5y_cagr,matched_worst_rolling_10y_cagr,matched_switch_count,matched_switches_per_year
SP500_1X,LAG1,IMMEDIATE_NEXT_RETURN,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.1553736354,-0.3379046365,2.621157615,6.672142368,0.2029250113,0.6718826412,709,2020-02-19,2020-03-23,2020-08-10,True,140,173,2022,-0.1811088889,2021,0.2870536926,-0.1966703289,0.1142978984,,0,0,1,26211.57615,0.01023961968,1.061195553,0.1553736354,0,2019-12-31,2020-01-02,2026-09-02,1676,0.1451340157,-0.338452084,2.470004335,6.672142368,0.2029260088,0.6278431786,714,2020-02-19,2020-03-23,2020-08-12,True,142,175,2022,-0.1883544399,2021,0.2756597549,-0.2038028339,0.1044209402,,0,0
UPRO_SMA_TO_SP500,LAG2,WAIT_ONE_TRADING_DAY,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.3183132197,-0.5500099096,36.32116283,12.99931554,0.3853428272,0.7687502466,808,1987-08-25,1987-10-19,1989-08-07,True,658,713,1990,-0.3112031201,1995,1.22788602,-0.5102923902,0.01737230452,0.1863616922,66,5.077190396,2.656116859,363211.6283,0.02315449738,1.259034683,0.2971469245,0.02116629522,1986-12-31,1987-01-02,1999-12-31,3286,0.2951587224,-0.7467686904,28.84842118,12.99931554,0.4348019285,0.7033550796,1989,1987-08-25,1987-12-04,1993-02-03,True,1888,1989,1987,-0.2727649022,1995,1.05122763,-0.6646072381,-0.04064390153,0.1551288739,0,0
UPRO_SMA_TO_SP500,LAG2,WAIT_ONE_TRADING_DAY,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.02390510523,-0.6928293381,0.7850657456,10.00136893,0.3650868361,0.04153607868,2581,1999-12-31,2002-10-09,2007-01-24,True,1568,2581,2000,-0.4619522097,2003,0.9700532744,-0.541049496,-0.1342924877,-0.02390510523,92,9.198740761,2.093439364,7850.657456,0.09263737642,2.71095923,-0.1129698366,0.08906473137,1999-12-31,2000-01-03,2009-12-31,2515,-0.1165424817,-0.9006995744,0.2895896541,10.00136893,0.4653432248,-0.09306912238,3570,2000-03-23,2009-03-09,,False,,,2008,-0.6985526128,2003,0.5964311336,-0.7976108003,-0.2504722045,-0.1165424817,0,0
UPRO_SMA_TO_SP500,LAG2,WAIT_ONE_TRADING_DAY,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.2520580344,-0.4014779323,9.46478937,9.998631075,0.3506369373,0.8027193142,658,2010-04-23,2010-08-26,2011-02-01,True,159,284,2015,-0.2337774522,2013,1.18798752,-0.3497409559,0.1072495056,0.2520580344,60,6.000821468,2.701112878,94647.8937,-0.05104154045,0.6706444245,0.304844644,-0.05278660954,2009-12-31,2010-01-04,2019-12-31,2516,0.3030995749,-0.4738215052,14.11297705,9.998631075,0.3990838469,0.8512196341,420,2011-04-29,2011-10-03,2012-03-19,True,168,325,2018,-0.2117885463,2013,1.033486014,-0.3387374192,0.1288432161,0.3030995749,0,0
UPRO_SMA_TO_SP500,LAG2,WAIT_ONE_TRADING_DAY,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2716065105,-0.5254328661,4.968855378,6.672142368,0.4070499532,0.7263353563,896,2022-01-03,2023-03-13,2024-06-17,True,462,896,2022,-0.4440315373,2021,0.9825793327,-0.4592956965,0.1425726043,,40,5.995075913,2.577565632,49688.55378,0.01980841103,1.110436432,0.2541605379,0.01744597262,2019-12-31,2020-01-02,2026-09-02,1676,0.2517980995,-0.7014303978,4.474686919,6.672142368,0.5230485474,0.6403962885,814,2020-02-19,2020-03-23,2020-12-04,True,256,289,2022,-0.4921919531,2021,0.8167634332,-0.5163145337,0.1620299387,,0,0
UPRO_SMA_TO_SP500,LAG2,WAIT_ONE_TRADING_DAY,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.3016649644,-0.5511348848,30.79012356,12.99931554,0.3854283026,0.7357818405,812,1987-08-25,1987-10-19,1989-08-28,True,679,734,1990,-0.3332562892,1995,1.22788602,-0.5163708017,0.002212960245,0.1704358129,66,5.077190396,2.656116859,307901.2356,0.006506242083,1.067307059,0.2971469245,0.004518039926,1986-12-31,1987-01-02,1999-12-31,3286,0.2951587224,-0.7467686904,28.84842118,12.99931554,0.4348019285,0.7033550796,1989,1987-08-25,1987-12-04,1993-02-03,True,1888,1989,1987,-0.2727649022,1995,1.05122763,-0.6646072381,-0.04064390153,0.1551288739,0,0
UPRO_SMA_TO_SP500,LAG2,WAIT_ONE_TRADING_DAY,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.04612354214,-0.7143370216,0.6235815102,10.00136893,0.3646961256,-0.02204463631,2712,1999-12-31,2002-10-09,2007-06-04,True,1699,2712,2000,-0.4895045875,2003,0.9455504294,-0.54900495,-0.1561188374,-0.04612354214,92,9.198740761,2.093439364,6235.815102,0.07041893951,2.153327998,-0.1129698366,0.06684629446,1999-12-31,2000-01-03,2009-12-31,2515,-0.1165424817,-0.9006995744,0.2895896541,10.00136893,0.4653432248,-0.09306912238,3570,2000-03-23,2009-03-09,,False,,,2008,-0.6985526128,2003,0.5964311336,-0.7976108003,-0.2504722045,-0.1165424817,0,0
UPRO_SMA_TO_SP500,LAG2,WAIT_ONE_TRADING_DAY,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.2333916177,-0.4199958596,8.144889845,9.998631075,0.3506844612,0.7597418154,670,2015-05-21,2016-02-11,2017-03-01,True,384,650,2015,-0.2601637804,2013,1.18798752,-0.3737196323,0.08638168917,0.2333916177,60,6.000821468,2.701112878,81448.89845,-0.06970795721,0.5771206046,0.304844644,-0.07145302631,2009-12-31,2010-01-04,2019-12-31,2516,0.3030995749,-0.4738215052,14.11297705,9.998631075,0.3990838469,0.8512196341,420,2011-04-29,2011-10-03,2012-03-19,True,168,325,2018,-0.2117885463,2013,1.033486014,-0.3387374192,0.1288432161,0.3030995749,0,0
UPRO_SMA_TO_SP500,LAG2,WAIT_ONE_TRADING_DAY,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2526666691,-0.5468530264,4.495443367,6.672142368,0.4071146189,0.6893079492,914,2022-01-03,2023-03-22,2024-07-05,True,471,914,2022,-0.4618319467,2021,0.9825793327,-0.4766190596,0.1255384607,,40,5.995075913,2.577565632,44954.43367,0.0008685696654,1.004638637,0.2541605379,-0.001493868751,2019-12-31,2020-01-02,2026-09-02,1676,0.2517980995,-0.7014303978,4.474686919,6.672142368,0.5230485474,0.6403962885,814,2020-02-19,2020-03-23,2020-12-04,True,256,289,2022,-0.4921919531,2021,0.8167634332,-0.5163145337,0.1620299387,,0,0
VOL_BINARY,LAG2,WAIT_ONE_TRADING_DAY,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.314303619,-0.4945666229,34.9110496,12.99931554,0.3921457316,0.7543329048,652,1987-08-25,1987-10-19,1989-06-07,True,597,652,1990,-0.2939794771,1995,1.22788602,-0.456289217,0.07444960821,0.2309097055,58,4.461773378,2.776019477,349110.496,0.01440928607,1.154080802,0.3011967615,0.01310685755,1986-12-31,1987-01-02,1999-12-31,3286,0.2998943329,-0.7685953069,30.25009127,12.99931554,0.4544305937,0.7033592088,2024,1987-08-25,1987-12-04,1993-03-10,True,1923,2024,1987,-0.3067259316,1995,1.111351564,-0.6918123878,-0.05393982919,0.1534971851,0,0
VOL_BINARY,LAG2,WAIT_ONE_TRADING_DAY,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.1114896967,-0.8543578745,0.3065874731,10.00136893,0.3973029721,-0.1681509246,3457,2000-07-14,2002-10-09,,False,,,2008,-0.60045874,2003,0.8116835568,-0.7090499796,-0.1939389433,-0.1114896967,70,6.999041883,2.305765408,3065.874731,0.02895135304,1.392796637,-0.13777307,0.02628337328,1999-12-31,2000-01-03,2009-12-31,2515,-0.1404410497,-0.9312032777,0.2201236455,10.00136893,0.512542733,-0.09278305485,3570,2000-03-23,2009-03-09,,False,,,2008,-0.7446082911,2003,0.6608719115,-0.8360275491,-0.2833794256,-0.1404410497,0,0
VOL_BINARY,LAG2,WAIT_ONE_TRADING_DAY,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.2740622594,-0.4160384056,11.26581235,9.998631075,0.3582000142,0.8423727553,689,2018-01-26,2018-12-24,2019-12-16,True,357,689,2018,-0.229380096,2013,1.18798752,-0.3518117418,0.1245611031,0.2740622594,36,3.600492881,2.722575517,112658.1235,-0.03091029202,0.7868772581,0.3065990956,-0.03253683615,2009-12-31,2010-01-04,2019-12-31,2516,0.3049725514,-0.4770167856,14.3171152,9.998631075,0.4022549941,0.8512863047,420,2011-04-29,2011-10-03,2012-03-19,True,168,325,2018,-0.2140521035,2013,1.044283607,-0.341510161,0.1293319127,0.3049725514,0,0
VOL_BINARY,LAG2,WAIT_ONE_TRADING_DAY,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2510334016,-0.4988835866,4.456480221,6.672142368,0.4059725956,0.686953642,767,2022-01-03,2023-01-05,2024-02-09,True,400,767,2022,-0.4757739145,2021,0.9106099957,-0.4924899822,0.13595507,,46,6.8943373,2.556085919,44564.80221,-0.0001500761731,0.9991999662,0.253627181,-0.002593779402,2019-12-31,2020-01-02,2026-09-02,1676,0.2511834778,-0.6977806465,4.46004841,6.672142368,0.518689801,0.6403294218,808,2020-02-19,2020-03-23,2020-12-04,True,256,289,2022,-0.4884342569,2021,0.8085627757,-0.5125418064,0.1617761806,,0,0
VOL_BINARY,LAG2,WAIT_ONE_TRADING_DAY,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.2997066151,-0.4958302064,30.193354,12.99931554,0.3921323531,0.7259327661,689,1987-08-25,1987-10-19,1989-07-14,True,634,689,1990,-0.3045038157,1995,1.22788602,-0.4639891362,0.06699992208,0.2253769075,58,4.461773378,2.776019477,301933.54,-0.0001877178484,0.9981243934,0.3011967615,-0.001490146374,1986-12-31,1987-01-02,1999-12-31,3286,0.2998943329,-0.7685953069,30.25009127,12.99931554,0.4544305937,0.7033592088,2024,1987-08-25,1987-12-04,1993-03-10,True,1923,2024,1987,-0.3067259316,1995,1.111351564,-0.6918123878,-0.05393982919,0.1534971851,0,0
VOL_BINARY,LAG2,WAIT_ONE_TRADING_DAY,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.1269204008,-0.8686320542,0.2573106199,10.00136893,0.3972496615,-0.2123831176,3457,2000-07-14,2009-03-09,,False,,,2008,-0.6190159294,2003,0.77576535,-0.7155356612,-0.2071480001,-0.1269204008,70,6.999041883,2.305765408,2573.106199,0.01352064892,1.168936755,-0.13777307,0.01085266915,1999-12-31,2000-01-03,2009-12-31,2515,-0.1404410497,-0.9312032777,0.2201236455,10.00136893,0.512542733,-0.09278305485,3570,2000-03-23,2009-03-09,,False,,,2008,-0.7446082911,2003,0.6608719115,-0.8360275491,-0.2833794256,-0.1404410497,0,0
VOL_BINARY,LAG2,WAIT_ONE_TRADING_DAY,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.262631358,-0.4290469137,10.29501705,9.998631075,0.3580312967,0.8173842254,693,2018-01-26,2018-12-24,2019-12-20,True,361,693,2018,-0.246546662,2013,1.18798752,-0.3630779592,0.1127987548,0.262631358,36,3.600492881,2.722575517,102950.1705,-0.04234119347,0.7190706301,0.3065990956,-0.0439677376,2009-12-31,2010-01-04,2019-12-31,2516,0.3049725514,-0.4770167856,14.3171152,9.998631075,0.4022549941,0.8512863047,420,2011-04-29,2011-10-03,2012-03-19,True,168,325,2018,-0.2140521035,2013,1.044283607,-0.341510161,0.1293319127,0.3049725514,0,0
VOL_BINARY,LAG2,WAIT_ONE_TRADING_DAY,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2296290113,-0.5209609624,3.971783652,6.672142368,0.4060335133,0.6442941924,788,2022-01-03,2023-01-05,2024-03-01,True,421,788,2022,-0.4976134524,2021,0.901068887,-0.5148640088,0.1201493152,,46,6.8943373,2.556085919,39717.83652,-0.02155446652,0.890524785,0.253627181,-0.02399816975,2019-12-31,2020-01-02,2026-09-02,1676,0.2511834778,-0.6977806465,4.46004841,6.672142368,0.518689801,0.6403294218,808,2020-02-19,2020-03-23,2020-12-04,True,256,289,2022,-0.4884342569,2021,0.8085627757,-0.5125418064,0.1617761806,,0,0
REL_VOL,LAG2,WAIT_ONE_TRADING_DAY,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.3338919042,-0.4740858641,42.3138592,12.99931554,0.3536505875,0.8379882746,524,1987-08-25,1987-12-04,1989-01-30,True,423,524,1994,-0.03387694197,1995,0.9583288065,-0.2964740821,0.1419133487,0.2250152689,182,14.00073715,2.225806452,423138.592,0.06145108571,1.84614393,0.2768331052,0.05705879895,1986-12-31,1987-01-02,1999-12-31,3286,0.2724408185,-0.6595340519,22.92013018,12.99931554,0.3643581946,0.7033365884,1588,1987-08-25,1987-12-04,1991-12-30,True,1487,1588,1990,-0.1991108304,1995,0.84783236,-0.5595140402,0.0005443015809,0.1556008289,0,0
REL_VOL,LAG2,WAIT_ONE_TRADING_DAY,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.1638977918,-0.9590645577,0.1669118932,10.00136893,0.4534887922,-0.2287878462,3457,2000-07-14,2009-03-09,,False,,,2008,-0.6226035103,2003,0.6328550128,-0.7791759994,-0.3125535232,-0.1638977918,112,11.19846701,2.196023857,1669.118932,-0.03597494574,0.656174828,-0.1248275495,-0.03907024232,1999-12-31,2000-01-03,2009-12-31,2515,-0.1279228461,-0.916625221,0.2543710701,10.00136893,0.4881474737,-0.09292400324,3570,2000-03-23,2009-03-09,,False,,,2008,-0.7214767551,2003,0.6275121566,-0.8169754147,-0.2663361305,-0.1279228461,0,0
REL_VOL,LAG2,WAIT_ONE_TRADING_DAY,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.226053442,-0.337987188,7.673135126,9.998631075,0.3048951561,0.8038780237,648,2011-04-29,2011-11-25,2012-02-03,True,70,280,2015,-0.1133076737,2019,0.7321768959,-0.2651474844,0.05409568595,0.226053442,116,11.60158817,2.231319555,76731.35126,-0.0334568473,0.7639990485,0.2638343386,-0.03778089661,2009-12-31,2010-01-04,2019-12-31,2516,0.2595102893,-0.4012226844,10.04338309,9.998631075,0.3296709731,0.8494389971,418,2011-04-29,2011-10-03,2012-03-13,True,162,319,2018,-0.1634849421,2013,0.8083005494,-0.2773648906,0.1159459713,0.2595102893,0,0
REL_VOL,LAG2,WAIT_ONE_TRADING_DAY,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.2946758479,-0.4590834311,5.602146598,6.672142368,0.3890040469,0.7876305736,761,2021-11-18,2022-09-30,2023-12-19,True,445,761,2022,-0.3775054191,2023,0.6890005759,-0.4065765654,0.168654769,,82,12.28990562,2.196897375,56021.46598,0.05744922781,1.353692035,0.2416506353,0.05302521255,2019-12-31,2020-01-02,2026-09-02,1676,0.2372266201,-0.6318149958,4.1384203,6.672142368,0.4458019555,0.6390175109,788,2020-02-19,2020-03-23,2020-11-16,True,238,271,2022,-0.4236572435,2021,0.6747947331,-0.4471497596,0.1552924683,,0,0
REL_VOL,LAG2,WAIT_ONE_TRADING_DAY,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.2879544274,-0.4819254357,26.83065221,12.99931554,0.3537912989,0.7389490663,525,1987-08-25,1987-12-04,1989-01-31,True,424,525,1994,-0.06011569964,1995,0.8720519259,-0.3069116007,0.1004003985,0.1849093019,182,14.00073715,2.225806452,268306.5221,0.01551360895,1.170615176,0.2768331052,0.01112132219,1986-12-31,1987-01-02,1999-12-31,3286,0.2724408185,-0.6595340519,22.92013018,12.99931554,0.3643581946,0.7033365884,1588,1987-08-25,1987-12-04,1991-12-30,True,1487,1588,1990,-0.1991108304,1995,0.84783236,-0.5595140402,0.0005443015809,0.1556008289,0,0
REL_VOL,LAG2,WAIT_ONE_TRADING_DAY,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.1870093222,-0.9681294232,0.1261050769,10.00136893,0.4535148572,-0.2906204567,3457,2000-07-14,2009-03-09,,False,,,2008,-0.639230234,2003,0.6165875928,-0.7867856109,-0.3368945917,-0.1870093222,112,11.19846701,2.196023857,1261.050769,-0.05908647615,0.495752433,-0.1248275495,-0.06218177273,1999-12-31,2000-01-03,2009-12-31,2515,-0.1279228461,-0.916625221,0.2543710701,10.00136893,0.4881474737,-0.09292400324,3570,2000-03-23,2009-03-09,,False,,,2008,-0.7214767551,2003,0.6275121566,-0.8169754147,-0.2663361305,-0.1279228461,0,0
REL_VOL,LAG2,WAIT_ONE_TRADING_DAY,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.19096052,-0.3511121694,5.739443063,9.998631075,0.3052672611,0.7079657219,916,2011-04-29,2011-11-25,2012-02-03,True,70,280,2015,-0.1352272549,2019,0.6767178906,-0.2940161901,0.02034222079,0.19096052,116,11.60158817,2.231319555,57394.43063,-0.06854976934,0.5714651139,0.2638343386,-0.07287381865,2009-12-31,2010-01-04,2019-12-31,2516,0.2595102893,-0.4012226844,10.04338309,9.998631075,0.3296709731,0.8494389971,418,2011-04-29,2011-10-03,2012-03-13,True,162,319,2018,-0.1634849421,2013,0.8083005494,-0.2773648906,0.1159459713,0.2595102893,0,0
REL_VOL,LAG2,WAIT_ONE_TRADING_DAY,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.255453823,-0.4724552223,4.562602422,6.672142368,0.3889177072,0.708315399,798,2021-11-18,2022-09-30,2024-01-25,True,482,798,2022,-0.3974357913,2023,0.6472474398,-0.4255889712,0.1317995225,,82,12.28990562,2.196897375,45626.02422,0.01822720292,1.10249856,0.2416506353,0.01380318766,2019-12-31,2020-01-02,2026-09-02,1676,0.2372266201,-0.6318149958,4.1384203,6.672142368,0.4458019555,0.6390175109,788,2020-02-19,2020-03-23,2020-11-16,True,238,271,2022,-0.4236572435,2021,0.6747947331,-0.4471497596,0.1552924683,,0,0
EFFICIENCY,LAG2,WAIT_ONE_TRADING_DAY,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.2004951491,-0.3921184567,10.7555099,12.99931554,0.2214014458,0.6887193854,1002,1987-08-25,1987-10-19,1990-05-23,True,947,1002,1990,-0.1130355756,1995,0.9614367153,-0.2777494576,0.03651166759,0.1288544873,112,8.615838248,1.347534997,107555.099,-0.002831176618,0.969843343,0.2121967332,-0.01170158412,1986-12-31,1987-01-02,1999-12-31,3286,0.2033263257,-0.4367459894,11.08994559,12.99931554,0.2205838114,0.703262049,706,1987-08-25,1987-12-04,1989-07-31,True,605,706,1990,-0.08422159317,1995,0.4877410348,-0.3170846859,0.05536867684,0.1344296579,0,0
EFFICIENCY,LAG2,WAIT_ONE_TRADING_DAY,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,0.004388436415,-0.5539316045,1.044767474,10.00136893,0.2391764087,0.02226451703,2246,2007-06-04,2009-03-09,,False,,,2008,-0.3699761113,2009,0.3912623802,-0.4751914483,-0.08935312935,0.004388436415,72,7.199014509,1.143141153,10447.67474,0.03284510177,1.394488833,-0.02039953447,0.02478797089,1999-12-31,2000-01-03,2009-12-31,2515,-0.02845666535,-0.6148457087,0.7492117894,10.00136893,0.2540959587,-0.09565157558,2600,2007-10-09,2009-03-09,,False,,,2008,-0.4256442279,2003,0.3160842139,-0.5342531798,-0.1098141192,-0.02845666535,0,0
EFFICIENCY,LAG2,WAIT_ONE_TRADING_DAY,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.1032173547,-0.2863450107,2.670253243,9.998631075,0.1891859834,0.5851232304,690,2018-01-26,2018-12-24,2019-11-25,True,336,668,2018,-0.05823132102,2019,0.3495924802,-0.1955154137,0.03751455657,0.1032173547,101,10.1013828,1.302066773,26702.53243,-0.05741234294,0.6021493517,0.1693681896,-0.0661508349,2009-12-31,2010-01-04,2019-12-31,2516,0.1606296976,-0.249515327,4.434536441,9.998631075,0.1923722577,0.8421324741,383,2018-09-20,2018-12-24,2019-04-23,True,120,215,2018,-0.0771065865,2013,0.422064406,-0.1539799086,0.07862347468,0.1606296976,0,0
EFFICIENCY,LAG2,WAIT_ONE_TRADING_DAY,0,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.1389567327,-0.4039351175,2.38245254,6.672142368,0.2495596953,0.5315469187,576,2020-01-17,2020-03-23,2020-10-09,True,200,266,2022,-0.1811088889,2021,0.2603567357,-0.2008710284,0.09965646458,,83,12.43978252,1.337708831,23824.5254,-0.03864185779,0.8004243958,0.1863502624,-0.04739352968,2019-12-31,2020-01-02,2026-09-02,1676,0.1775985905,-0.4333264906,2.976486664,6.672142368,0.2714534771,0.6330211395,750,2020-02-19,2020-03-23,2020-08-24,True,154,187,2022,-0.2567866003,2021,0.3809764429,-0.2755506491,0.1231399524,,0,0
EFFICIENCY,LAG2,WAIT_ONE_TRADING_DAY,25,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.1748817813,-0.3936381605,8.125990171,12.99931554,0.2215725612,0.5912949024,1288,1987-08-25,1987-10-19,1991-03-05,True,1233,1288,1990,-0.1262571657,1995,0.8750229115,-0.2795464847,0.01444617854,0.1039941808,112,8.615838248,1.347534997,81259.90171,-0.02844454443,0.7327348999,0.2121967332,-0.03731495193,1986-12-31,1987-01-02,1999-12-31,3286,0.2033263257,-0.4367459894,11.08994559,12.99931554,0.2205838114,0.703262049,706,1987-08-25,1987-12-04,1989-07-31,True,605,706,1990,-0.08422159317,1995,0.4877410348,-0.3170846859,0.05536867684,0.1344296579,0,0
EFFICIENCY,LAG2,WAIT_ONE_TRADING_DAY,25,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.01354861543,-0.5572687607,0.8724664937,10.00136893,0.2391834507,-0.05321178807,2464,2007-06-04,2009-03-09,,False,,,2008,-0.3699761113,2009,0.3705234414,-0.4751914483,-0.1047244232,-0.01354861543,72,7.199014509,1.143141153,8724.664937,0.01490804993,1.1645125,-0.02039953447,0.006850919047,1999-12-31,2000-01-03,2009-12-31,2515,-0.02845666535,-0.6148457087,0.7492117894,10.00136893,0.2540959587,-0.09565157558,2600,2007-10-09,2009-03-09,,False,,,2008,-0.4256442279,2003,0.3160842139,-0.5342531798,-0.1098141192,-0.02845666535,0,0
EFFICIENCY,LAG2,WAIT_ONE_TRADING_DAY,25,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.07567212854,-0.295221206,2.073747098,9.998631075,0.1894654697,0.4508617636,1301,2018-01-26,2018-12-24,2019-12-26,True,367,699,2010,-0.09228968074,2019,0.3261510096,-0.2054739008,0.01541575178,0.07567212854,101,10.1013828,1.302066773,20737.47098,-0.08495756909,0.4676355976,0.1693681896,-0.09369606104,2009-12-31,2010-01-04,2019-12-31,2516,0.1606296976,-0.249515327,4.434536441,9.998631075,0.1923722577,0.8421324741,383,2018-09-20,2018-12-24,2019-04-23,True,120,215,2018,-0.0771065865,2013,0.422064406,-0.1539799086,0.07862347468,0.1606296976,0,0
EFFICIENCY,LAG2,WAIT_ONE_TRADING_DAY,25,2020_latest,2019-12-31,2020-01-02,2026-09-02,1676,0.1040379267,-0.4083944372,1.935509555,6.672142368,0.2496018695,0.4063166503,761,2020-01-17,2020-03-23,2020-11-13,True,235,301,2022,-0.1831561166,2023,0.1999132001,-0.2048644051,0.0692515624,,83,12.43978252,1.337708831,19355.09555,-0.07356066384,0.6502664966,0.1863502624,-0.08231233573,2019-12-31,2020-01-02,2026-09-02,1676,0.1775985905,-0.4333264906,2.976486664,6.672142368,0.2714534771,0.6330211395,750,2020-02-19,2020-03-23,2020-08-24,True,154,187,2022,-0.2567866003,2021,0.3809764429,-0.2755506491,0.1231399524,,0,0
TREND_QUALITY,LAG2,WAIT_ONE_TRADING_DAY,0,1987_1999,1986-12-31,1987-01-02,1999-12-31,3286,0.1795513793,-0.7874252071,8.555987244,12.99931554,0.4327423628,0.4997181365,3081,1987-08-25,1987-10-26,1996-01-31,True,3019,3081,1987,-0.4007461944,1995,1.024841074,-0.7574408567,-0.1472816703,0.05556810092,30,2.307813816,2.57821059,85559.87244,-0.1121377288,0.3071087885,0.2941231664,-0.1145717871,1986-12-31,1987-01-02,1999-12-31,3286,0.291689108,-0.7320150695,27.8597929,12.99931554,0.4220482925,0.7033521904,1942,1987-08-25,1987-12-04,1992-12-18,True,1841,1942,1987,-0.2513774449,1995,1.012985545,-0.6464242395,-0.03244133459,0.1558217619,0,0
TREND_QUALITY,LAG2,WAIT_ONE_TRADING_DAY,0,2000_2009,1999-12-31,2000-01-03,2009-12-31,2515,-0.01989043095,-0.6798402892,0.8179642994,10.00136893,0.36629429,0.05338147664,3570,2000-03-23,2003-03-11,,False,,,2000,-0.4022624047,2009,0.6996306393,-0.508415369,-0.1233900468,-0.01989043095,20,1.999726252,1.939960239,8179.642994,0.0802388726,2.349611055,-0.09584892142,0.07595849047,1999-12-31,2000-01-03,2009-12-31,2515,-0.1001293035,-0.8721374592,0.3481275326,10.00136893,0.4312252722,-0.09331489609,3570,2000-03-23,2009-03-09,,False,,,2008,-0.6618710348,2003,0.5501530942,-0.7656647923,-0.2268988481,-0.1001293035,0,0
TREND_QUALITY,LAG2,WAIT_ONE_TRADING_DAY,0,2010_2019,2009-12-31,2010-01-04,2019-12-31,2516,0.3010470443,-0.3823507562,13.89228056,9.998631075,0.3391394968,0.9313601805,689,2018-01-26,2018-12-24,2019-12-16,True,357,689,2018,-0.1849244788,2013,1.18798752,-0.3032603362,0.1838999477,0.3010470443,12,1.200164294,2.503974563,138922.8056,0.01564701547,1.128599251,0.2882482213,0.01279882293,2009-12-31,2010-01-04,2019-12-31,2516,0.2854000288,-0.4439693166,12.30931223,9.998631075,0.3699562749,0.8505537915,418,2011-04-29,2011-10-03,2012-03-15,True,164,321,2018,-0.1912155169,2013,0.9364155413,-0.3131312452,0.1239403969,0.2854000288,0,0
